author,published_at,like_count,text,public,video_id,text_clean,text_normalized,text_final,label
@haikalathallahtm9583,2026-03-26T08:18:57Z,0,Gila muka  kepala BGN nyebelin bat jir mau gw amplas rasanya 😂,True,lmcwEO9Lqe8,gila muka kepala bgn nyebelin bat jir mau gw amplas rasanya,gila muka kepala bgn nyebelin bat jir mau saya amplas rasanya,gila muka kepala bgn nyebelin bat jir amplas,Tidak Berlabel
@ridhobaihaqi144,2026-03-26T08:11:42Z,0,"MBG indo itu cuma bagus di teori, tapi di praktikum.... HAWK TUAH!!!",True,lmcwEO9Lqe8,mbg indo itu cuma bagus di teori tapi di praktikum hawk tuah,makan bergizi gratis indo itu cuma bagus di teori tapi di praktikum hawk tuah,makan bergizi gratis indo bagus teori praktikum hawk tuah,Positif
@raf1359,2026-03-26T08:06:32Z,0,"Dengan program mbg, para petani tidak mendapat manfaat langsung dari kenaikan harga,, karena yang membeli hasil panen mereka bukan dari pihak dapur mbg, tapi dari pihak mitra yang menydiakan bahan2 untuk dapur mbg.. para mitra tersebut membeli hasil panen dengan harga murah dan dijual dengan harga mahal ke pengelola dapur mbg..
Hal ini tidak membuat hidup petani lebih sejahtera, membuat harga panen mahal di pasaran karena hasil panen sudah banyak dibeli oleh mitra penyedia mbg,, dan juga membuat mitra penyedia mbg menjadi lebih sejahtera karena membeli hasil panen dengan harga murah dan menjualnya dengan harga mahal ke dapur mbg..
Di tempat kami ada 2 dapur mbg yang menu nya ada yang lebih banyak dan lebih sedikit isi porsinya.. setelah di tanya oleh pihak sekolah tentang hal ini, jawaban dari pihak dapur mbg mengatakan ""mitra mereka berbeda dengan dapur mbg yang satunya.. merek bilang mitra mereka menjual bahan dengan harga lebih mahal dari mitra dapur mbg yang lain, sehingga porsi dari menu mereka lebih sedikit""",True,lmcwEO9Lqe8,dengan program mbg para petani tidak mendapat manfaat langsung dari kenaikan harga karena yang membeli hasil panen mereka bukan dari pihak dapur mbg tapi dari pihak mitra yang menydiakan bahan untuk dapur mbg para mitra tersebut membeli hasil panen dengan harga murah dan dijual dengan harga mahal ke pengelola dapur mbg hal ini tidak membuat hidup petani lebih sejahtera membuat harga panen mahal di pasaran karena hasil panen sudah banyak dibeli oleh mitra penyedia mbg dan juga membuat mitra penyedia mbg menjadi lebih sejahtera karena membeli hasil panen dengan harga murah dan menjualnya dengan harga mahal ke dapur mbg di tempat kami ada dapur mbg yang menu nya ada yang lebih banyak dan lebih sedikit isi porsinya setelah di tanya oleh pihak sekolah tentang hal ini jawaban dari pihak dapur mbg mengatakan mitra mereka berbeda dengan dapur mbg yang satunya merek bilang mitra mereka menjual bahan dengan harga lebih mahal dari mitra dapur mbg yang lain sehingga porsi dari menu mereka lebih sedikit,dengan program makan bergizi gratis para petani tidak mendapat manfaat langsung dari kenaikan harga karena yang membeli hasil panen mereka bukan dari pihak dapur makan bergizi gratis tapi dari pihak mitra yang menydiakan bahan untuk dapur makan bergizi gratis para mitra tersebut membeli hasil panen dengan harga murah dan dijual dengan harga mahal ke pengelola dapur makan bergizi gratis hal ini tidak membuat hidup petani lebih sejahtera membuat harga panen mahal di pasaran karena hasil panen sudah banyak dibeli oleh mitra penyedia makan bergizi gratis dan juga membuat mitra penyedia makan bergizi gratis menjadi lebih sejahtera karena membeli hasil panen dengan harga murah dan menjualnya dengan harga mahal ke dapur makan bergizi gratis di tempat kami ada dapur makan bergizi gratis yang menu nya ada yang lebih banyak dan lebih sedikit isi porsinya setelah di tanya oleh pihak sekolah tentang hal ini jawaban dari pihak dapur makan bergizi gratis mengatakan mitra mereka berbeda dengan dapur makan bergizi gratis yang satunya merek bilang mitra mereka menjual bahan dengan harga lebih mahal dari mitra dapur makan bergizi gratis yang lain sehingga porsi dari menu mereka lebih sedikit,program makan bergizi gratis petani manfaat kenaikan harga membeli hasil panen dapur makan bergizi gratis mitra menydiakan bahan dapur makan bergizi gratis mitra membeli hasil panen harga murah dijual harga mahal pengelola dapur makan bergizi gratis hidup petani sejahtera harga panen mahal pasaran hasil panen dibeli mitra penyedia makan bergizi gratis mitra penyedia makan bergizi gratis sejahtera membeli hasil panen harga murah menjualnya harga mahal dapur makan bergizi gratis dapur makan bergizi gratis menu isi porsinya sekolah dapur makan bergizi gratis mitra berbeda dapur makan bergizi gratis satunya merek bilang mitra menjual bahan harga mahal mitra dapur makan bergizi gratis porsi menu,Kritik
@Dh4nker,2026-03-26T07:54:25Z,0,"MBG buat siapa? ya buat si Wowo lah.. sdh sgt jelas.
Nasib jd WNI, kerja keras bayar pajak, eh duitnya buat kampanye politik presiden halu😢",True,lmcwEO9Lqe8,mbg buat siapa ya buat si wowo lah sdh sgt jelas nasib jd wni kerja keras bayar pajak eh duitnya buat kampanye politik presiden halu,makan bergizi gratis buat siapa ya buat si wowo lah sudah sgt jelas nasib jd wni kerja keras bayar pajak eh duitnya buat kampanye politik presiden halu,makan bergizi gratis si wowo sgt nasib jd wni keras bayar pajak duitnya kampanye politik presiden halu,Netral
@shortV-z3i,2026-03-26T07:51:52Z,0,"Program MBG perlu didukung dengan tata kelola yang kuat, pelibatan pelaku lokal, serta pengawasan berkelanjutan agar mampu mendorong ketahanan pangan dan kesejahteraan masyarakat secara luas.",True,lmcwEO9Lqe8,program mbg perlu didukung dengan tata kelola yang kuat pelibatan pelaku lokal serta pengawasan berkelanjutan agar mampu mendorong ketahanan pangan dan kesejahteraan masyarakat secara luas,program makan bergizi gratis perlu didukung dengan tata kelola yang kuat pelibatan pelaku lokal serta pengawasan berkelanjutan agar mampu mendorong ketahanan pangan dan kesejahteraan masyarakat secara luas,program makan bergizi gratis didukung tata kelola kuat pelibatan pelaku lokal pengawasan berkelanjutan mendorong ketahanan pangan kesejahteraan masyarakat luas,Positif
@NgomonginUang,2026-03-26T23:08:39Z,0,"Setuju,
Kuncinya memang di tata kelola & pengawasan.
Tapi pertanyaannya: pelaku lokalnya nanti benar-benar merata atau cuma “itu-itu aja”?",True,lmcwEO9Lqe8,setuju kuncinya memang di tata kelola pengawasan tapi pertanyaannya pelaku lokalnya nanti benar benar merata atau cuma itu itu aja,setuju kuncinya memang di tata kelola pengawasan tapi pertanyaannya pelaku lokalnya nanti benar benar merata atau cuma itu itu saja,setuju kuncinya tata kelola pengawasan pertanyaannya pelaku lokalnya merata,Positif
@hamaspahlawan1577,2026-03-26T07:43:21Z,0,"Prabowo nyerocos mau renovasi 300 ribu uang kelas. Sementara ratusan truliun apbn abis buat mbg, apbn yang juga tertekan ama kenaikan harga minyak. Bahkan apbn sudah dinyatakan defisit ampe 130 an triliun. Pertanyaannya duitnya dari mana coba?? Kyaknya prabowo harus diajarin ekonomi ama admin ngomu dulu",True,lmcwEO9Lqe8,prabowo nyerocos mau renovasi ribu uang kelas sementara ratusan truliun apbn abis buat mbg apbn yang juga tertekan ama kenaikan harga minyak bahkan apbn sudah dinyatakan defisit ampe an triliun pertanyaannya duitnya dari mana coba kyaknya prabowo harus diajarin ekonomi ama admin ngomu dulu,prabowo nyerocos mau renovasi ribu uang kelas sementara ratusan truliun apbn abis buat makan bergizi gratis apbn yang juga tertekan ama kenaikan harga minyak bahkan apbn sudah dinyatakan defisit ampe an triliun pertanyaannya duitnya dari mana coba kyaknya prabowo harus diajarin ekonomi ama admin ngomu dulu,prabowo nyerocos renovasi ribu uang kelas ratusan truliun apbn abis makan bergizi gratis apbn tertekan ama kenaikan harga minyak apbn dinyatakan defisit ampe an triliun pertanyaannya duitnya coba kyaknya prabowo diajarin ekonomi ama admin ngomu,Positif
@langkisau-bkt,2026-03-26T07:42:44Z,0,"Ada yg komen ini hanya menguntungkan kan pemilik dapur MBG nya ,, iya sih ini bener jga ..TPI yg lebih pasti yg bikin proyek nya yg akan mendapatkan ke untungan yg lebih besar ..ingat berapa tahun lagi dia di pastikan nyalon lagi,( klu belum mati ya) nah itu biaya nya besar lho ..mau nyogok sana sini kan butuh uang ,, jdi sebetulnya ini cuma proyek nya dia ,, kita aja yg di bodoh bodoh in ,, dia bilang makan bergizi ,, saya aja yg bisa di bilang kelas bawah ..lebih mampu beli yg bergizi dari pada yg dia kasih,, lagian di mana letak gizi nya,saya rasa sudah banyak yg Spil kok ,,apa yg di kasih nya",True,lmcwEO9Lqe8,ada yg komen ini hanya menguntungkan kan pemilik dapur mbg nya iya sih ini bener jga tpi yg lebih pasti yg bikin proyek nya yg akan mendapatkan ke untungan yg lebih besar ingat berapa tahun lagi dia di pastikan nyalon lagi klu belum mati ya nah itu biaya nya besar lho mau nyogok sana sini kan butuh uang jdi sebetulnya ini cuma proyek nya dia kita aja yg di bodoh bodoh in dia bilang makan bergizi saya aja yg bisa di bilang kelas bawah lebih mampu beli yg bergizi dari pada yg dia kasih lagian di mana letak gizi nya saya rasa sudah banyak yg spil kok apa yg di kasih nya,ada yang komen ini hanya menguntungkan kan pemilik dapur makan bergizi gratis nya iya sih ini bener jga tapi yang lebih pasti yang bikin proyek nya yang akan mendapatkan ke untungan yang lebih besar ingat berapa tahun lagi dia di pastikan nyalon lagi klu belum mati ya nah itu biaya nya besar lho mau nyogok sana sini kan butuh uang jdi sebetulnya ini cuma proyek nya dia kita saja yang di bodoh bodoh in dia bilang makan bergizi saya saja yang bisa di bilang kelas bawah lebih mampu beli yang bergizi dari pada yang dia kasih lagian di mana letak gizi nya saya rasa sudah banyak yang spil kok apa yang di kasih nya,komen menguntungkan pemilik dapur makan bergizi gratis iya bener jga bikin proyek untungan tahun pastikan nyalon klu mati biaya lho nyogok butuh uang jdi proyek bodoh bodoh in bilang makan bergizi bilang kelas beli bergizi kasih letak gizi spil kasih,Netral
@ivanluhur,2026-03-26T07:39:11Z,0,Bau baunya dana george soros,True,lmcwEO9Lqe8,bau baunya dana george soros,bau baunya dana george soros,bau baunya dana george soros,Tidak Berlabel
@hamaspahlawan1577,2026-03-26T07:36:59Z,0,"Anak dapat makan, tapi ortu mereka kesulitan beli bahan makanan di pasar karena stok pasar diserap besar oleh MBG. Dipikir2 kontradiktif. Negara ini emg kocak😂😂",True,lmcwEO9Lqe8,anak dapat makan tapi ortu mereka kesulitan beli bahan makanan di pasar karena stok pasar diserap besar oleh mbg dipikir kontradiktif negara ini emg kocak,anak dapat makan tapi ortu mereka kesulitan beli bahan makanan di pasar karena stok pasar diserap besar oleh makan bergizi gratis dipikir kontradiktif negara ini memang kocak,anak makan ortu kesulitan beli bahan makanan pasar stok pasar diserap makan bergizi gratis dipikir kontradiktif negara kocak,Netral
@LusianaKurniawati-v1c6z,2026-03-26T07:31:47Z,0,Dana MBG....di buat. Pabrik2  baru...biar orang tua bisa kerja... Ngasih anak makan bergizi...,True,lmcwEO9Lqe8,dana mbg di buat pabrik baru biar orang tua bisa kerja ngasih anak makan bergizi,dana makan bergizi gratis di buat pabrik baru biar orang tua bisa kerja ngasih anak makan bergizi,dana makan bergizi gratis pabrik biar tua ngasih anak makan bergizi,Netral
@Sukseske3,2026-03-26T07:30:30Z,0,"Mbg tu baguss asal punya dana dan maksud tujuan yang bener2 membantu bukan mencerdaskan bangsa, untuk fokus anak2 bukan IQ anak2 karena kalau mau cerdas sistem pendidikan harus jelas jangan mentri ganti ganti kurikulum al hasil pembelajaran gak afektif dan terkesan "" uji coba "", pendidikan di mulai dr gaji guru dan kulitas guru, serta fasilitas dan kurikulum yang memadai hal penting si guru tersebut harus bisa beradaptasi dengan sistem modern kek AI dan buku online, cara pembelajaran pun harus seru dan mudah dipahami anak2, untuk mbg sebagai fokus dan tingkat kualitas tubuh agar selalu vit dam pembelajaran, mbg harus ada sana sendiri bukan dr apbn karena 1 hr mbg butuh 1 terilun untuk semua sekolah di indo belum termasuk sekolah pedalaman , dan mbg harus punya bagian2 sendiri masing2 punya bagian cek kualitas Makanan, karena jika pu ya sistem dan duit sendiri semua lancar tanpa mengurangi anggaran penting negara kek pendidikan kesehatan bahkan kabar awal mbg semua dipangkas banyak pengangguran buka karena skil kurang melainkan untuk mbg miris banget  sedangkan anak butuh duit sekolah dan masa depan bukan soal makan 1× disekolah, kalau mbg punya bagian2, 1 bagian menu Semua dicek masing2 bgn menu apa aja serta belanja, 2 sistem daour semua dimasak fress tanpa hambatan dan harus memadai, bagian 3 pengecekan apakah makanan ini mayak atau tidak karena dalam jumlah besar beberapa makanan bisa terkontaminasi oleh zat2 terntentu dr dapur makanya perlu dicek diresto aja semua makanan di cek masak mbg yang jelas2 buat bangsa gak di cek kan lawak mana itu dr pemerintah bukan swasta",True,lmcwEO9Lqe8,mbg tu baguss asal punya dana dan maksud tujuan yang bener membantu bukan mencerdaskan bangsa untuk fokus anak bukan iq anak karena kalau mau cerdas sistem pendidikan harus jelas jangan mentri ganti ganti kurikulum al hasil pembelajaran gak afektif dan terkesan uji coba pendidikan di mulai dr gaji guru dan kulitas guru serta fasilitas dan kurikulum yang memadai hal penting si guru tersebut harus bisa beradaptasi dengan sistem modern kek ai dan buku online cara pembelajaran pun harus seru dan mudah dipahami anak untuk mbg sebagai fokus dan tingkat kualitas tubuh agar selalu vit dam pembelajaran mbg harus ada sana sendiri bukan dr apbn karena hr mbg butuh terilun untuk semua sekolah di indo belum termasuk sekolah pedalaman dan mbg harus punya bagian sendiri masing punya bagian cek kualitas makanan karena jika pu ya sistem dan duit sendiri semua lancar tanpa mengurangi anggaran penting negara kek pendidikan kesehatan bahkan kabar awal mbg semua dipangkas banyak pengangguran buka karena skil kurang melainkan untuk mbg miris banget sedangkan anak butuh duit sekolah dan masa depan bukan soal makan disekolah kalau mbg punya bagian bagian menu semua dicek masing bgn menu apa aja serta belanja sistem daour semua dimasak fress tanpa hambatan dan harus memadai bagian pengecekan apakah makanan ini mayak atau tidak karena dalam jumlah besar beberapa makanan bisa terkontaminasi oleh zat terntentu dr dapur makanya perlu dicek diresto aja semua makanan di cek masak mbg yang jelas buat bangsa gak di cek kan lawak mana itu dr pemerintah bukan swasta,makan bergizi gratis tu baguss asal punya dana dan maksud tujuan yang bener membantu bukan mencerdaskan bangsa untuk fokus anak bukan iq anak karena kalau mau cerdas sistem pendidikan harus jelas jangan mentri ganti ganti kurikulum al hasil pembelajaran tidak afektif dan terkesan uji coba pendidikan di mulai dari gaji guru dan kulitas guru serta fasilitas dan kurikulum yang memadai hal penting si guru tersebut harus bisa beradaptasi dengan sistem modern kek ai dan buku online cara pembelajaran pun harus seru dan mudah dipahami anak untuk makan bergizi gratis sebagai fokus dan tingkat kualitas tubuh agar selalu vit dam pembelajaran makan bergizi gratis harus ada sana sendiri bukan dari apbn karena hr makan bergizi gratis butuh terilun untuk semua sekolah di indo belum termasuk sekolah pedalaman dan makan bergizi gratis harus punya bagian sendiri masing punya bagian cek kualitas makanan karena jika pu ya sistem dan duit sendiri semua lancar tanpa mengurangi anggaran penting negara kek pendidikan kesehatan bahkan kabar awal makan bergizi gratis semua dipangkas banyak pengangguran buka karena skil kurang melainkan untuk makan bergizi gratis miris banget sedangkan anak butuh duit sekolah dan masa depan bukan soal makan disekolah kalau makan bergizi gratis punya bagian bagian menu semua dicek masing bgn menu apa saja serta belanja sistem daour semua dimasak fress tanpa hambatan dan harus memadai bagian pengecekan apakah makanan ini mayak atau tidak karena dalam jumlah besar beberapa makanan bisa terkontaminasi oleh zat terntentu dari dapur makanya perlu dicek diresto saja semua makanan di cek masak makan bergizi gratis yang jelas buat bangsa tidak di cek kan lawak mana itu dari pemerintah bukan swasta,makan bergizi gratis tu baguss dana tujuan bener membantu mencerdaskan bangsa fokus anak iq anak cerdas sistem pendidikan mentri ganti ganti kurikulum al hasil pembelajaran afektif terkesan uji coba pendidikan gaji guru kulitas guru fasilitas kurikulum memadai si guru beradaptasi sistem modern kek ai buku online pembelajaran seru mudah dipahami anak makan bergizi gratis fokus tingkat kualitas tubuh vit dam pembelajaran makan bergizi gratis apbn hr makan bergizi gratis butuh terilun sekolah indo sekolah pedalaman makan bergizi gratis cek kualitas makanan pu sistem duit lancar mengurangi anggaran negara kek pendidikan kesehatan kabar makan bergizi gratis dipangkas pengangguran buka skil makan bergizi gratis miris banget anak butuh duit sekolah makan disekolah makan bergizi gratis menu dicek bgn menu belanja sistem daour dimasak fress hambatan memadai pengecekan makanan mayak makanan terkontaminasi zat terntentu dapur dicek diresto makanan cek masak makan bergizi gratis bangsa cek lawak pemerintah swasta,Positif
@achosaja6539,2026-03-26T07:28:13Z,0,"Hati-hati min, nanti disangka antek-antek asing atau terima dana dari soros wkwkwk",True,lmcwEO9Lqe8,hati hati min nanti disangka antek antek asing atau terima dana dari soros wkwkwk,hati hati min nanti disangka antek antek asing atau terima dana dari soros,hati hati min disangka antek antek asing terima dana soros,Tidak Berlabel
@DekKo-p5y,2026-03-26T07:21:56Z,0,"Mbg mau buka cabang di tel Aviv, untuk pengungsi Israel.",True,lmcwEO9Lqe8,mbg mau buka cabang di tel aviv untuk pengungsi israel,makan bergizi gratis mau buka cabang di tel aviv untuk pengungsi israel,makan bergizi gratis buka cabang tel aviv pengungsi israel,Netral
@hibbanayyasy4419,2026-03-26T07:13:35Z,0,Admin ngomu mungkin bisa collab dengan para aktifis kayak Ferry Najwa Gugem dll,True,lmcwEO9Lqe8,admin ngomu mungkin bisa collab dengan para aktifis kayak ferry najwa gugem dll,admin ngomu mungkin bisa collab dengan para aktifis seperti ferry najwa gugem dll,admin ngomu collab aktifis ferry najwa gugem dll,Tidak Berlabel
@lixcul5052,2026-03-26T07:11:38Z,0,"lebih murah duit langsung di kasih ke orang tua  !!
dah tuh otomatis  merata duit yg mengalirnya bukan pemasok atau penyedia dapur yg besar yg dapat keuntungan 6 jt perhari",True,lmcwEO9Lqe8,lebih murah duit langsung di kasih ke orang tua dah tuh otomatis merata duit yg mengalirnya bukan pemasok atau penyedia dapur yg besar yg dapat keuntungan jt perhari,lebih murah duit langsung di kasih ke orang tua dah itu otomatis merata duit yang mengalirnya bukan pemasok atau penyedia dapur yang besar yang dapat keuntungan jt perhari,murah duit kasih tua dah otomatis merata duit mengalirnya pemasok penyedia dapur keuntungan jt perhari,Tidak Berlabel
@cendolisme1928,2026-03-26T07:01:09Z,0,"Ganti nama lah, MBG.
Enak bgt jir kasih nama ""gratis""",True,lmcwEO9Lqe8,ganti nama lah mbg enak bgt jir kasih nama gratis,ganti nama lah makan bergizi gratis enak banget jir kasih nama gratis,ganti nama makan bergizi gratis banget jir kasih nama gratis,Netral
@Rayya-t2s,2026-03-26T06:49:59Z,0,"coba pikir pakai logika makanan mbg itu hampir setengah dari porsi itu mubasir dan dibuang,,begini logikax
1.setiap sekolah penerima.                   
   dlm sehari ada yang tdk. 
    datang,,makananx lebh
2.murid yg tsk mau makanan        
   mbg,tdk mau terima baik yg
   memang orang mampu,dan
   golongan menengah yg tdk 
   mau makan
3.makanan diambil murid 
   tetapi cuma makan sedikit
   contohx ambil buahx sj,yg 
   lain di buang di tong samph

4,murid mengambil makanan 
   tetapi di rumah dibuang 
   oleh orang tua murid krn 
   takut
bukankah hampir setengah anggaran uang negara hilang atau terbuang percuma coba kali 15 rib di kali lagi jumlah penerima mamfaat persekolah",True,lmcwEO9Lqe8,coba pikir pakai logika makanan mbg itu hampir setengah dari porsi itu mubasir dan dibuang begini logikax setiap sekolah penerima dlm sehari ada yang tdk datang makananx lebh murid yg tsk mau makanan mbg tdk mau terima baik yg memang orang mampu dan golongan menengah yg tdk mau makan makanan diambil murid tetapi cuma makan sedikit contohx ambil buahx sj yg lain di buang di tong samph murid mengambil makanan tetapi di rumah dibuang oleh orang tua murid krn takut bukankah hampir setengah anggaran uang negara hilang atau terbuang percuma coba kali rib di kali lagi jumlah penerima mamfaat persekolah,coba pikir pakai logika makanan makan bergizi gratis itu hampir setengah dari porsi itu mubasir dan dibuang begini logikax setiap sekolah penerima dlm sehari ada yang tidak datang makananx lebh murid yang tsk mau makanan makan bergizi gratis tidak mau terima baik yang memang orang mampu dan golongan menengah yang tidak mau makan makanan diambil murid tetapi cuma makan sedikit contohx ambil buahx sj yang lain di buang di tong samph murid mengambil makanan tetapi di rumah dibuang oleh orang tua murid karena takut bukankah hampir setengah anggaran uang negara hilang atau terbuang percuma coba kali rib di kali lagi jumlah penerima mamfaat persekolah,coba pikir pakai logika makanan makan bergizi gratis porsi mubasir dibuang logikax sekolah penerima dlm sehari makananx lebh murid tsk makanan makan bergizi gratis terima golongan menengah makan makanan diambil murid makan contohx ambil buahx sj buang tong samph murid mengambil makanan rumah dibuang tua murid takut anggaran uang negara hilang terbuang coba rib penerima mamfaat persekolah,Negatif
@dwi-k4e,2026-03-26T06:49:53Z,0,"Bagus lah min biar mati pedagang udah terlalu banyak mengganggu kemacetan dan mengganggu kesetan makin langka, makin bagus.
udah saatnya mereka gak dagang makanan mulu, sudah saatnya ke sektor teknologi 👍",True,lmcwEO9Lqe8,bagus lah min biar mati pedagang udah terlalu banyak mengganggu kemacetan dan mengganggu kesetan makin langka makin bagus udah saatnya mereka gak dagang makanan mulu sudah saatnya ke sektor teknologi,bagus lah min biar mati pedagang sudah terlalu banyak mengganggu kemacetan dan mengganggu kesetan makin langka makin bagus sudah saatnya mereka tidak dagang makanan mulu sudah saatnya ke sektor teknologi,bagus min biar mati pedagang mengganggu kemacetan mengganggu kesetan langka bagus dagang makanan mulu sektor teknologi,Positif
@bambanghesti8902,2026-03-26T06:49:26Z,0,"Program konsumtif spt MBG-KMP yg sengaja menyerap APBN dlm waktu singkat utk Anggaran Pendidikan 40% dan Anggaran Kesehatan 20%. Hasilnya justru membodohkan dan melemahkan Kesehatan masyarakat. Apalagi dlm pelaksanaan setiap lini memungut rente dr ""Bancakan"" MBG ini. KMP juga membodohkan teknologi otomotif Indonesia dan membuang peluang jutaan Kesempatan Kerja Rantai Pasok produksi Otomotif Indonesia. Negara dikelola scr ugal2an oleh org2 Oligarki koplak.i",True,lmcwEO9Lqe8,program konsumtif spt mbg kmp yg sengaja menyerap apbn dlm waktu singkat utk anggaran pendidikan dan anggaran kesehatan hasilnya justru membodohkan dan melemahkan kesehatan masyarakat apalagi dlm pelaksanaan setiap lini memungut rente dr bancakan mbg ini kmp juga membodohkan teknologi otomotif indonesia dan membuang peluang jutaan kesempatan kerja rantai pasok produksi otomotif indonesia negara dikelola scr ugal an oleh org oligarki koplak i,program konsumtif spt makan bergizi gratis kmp yang sengaja menyerap apbn dlm waktu singkat untuk anggaran pendidikan dan anggaran kesehatan hasilnya justru membodohkan dan melemahkan kesehatan masyarakat apalagi dlm pelaksanaan setiap lini memungut rente dari bancakan makan bergizi gratis ini kmp juga membodohkan teknologi otomotif indonesia dan membuang peluang jutaan kesempatan kerja rantai pasok produksi otomotif indonesia negara dikelola scr ugal an oleh org oligarki koplak i,program konsumtif spt makan bergizi gratis kmp sengaja menyerap apbn dlm waktu singkat anggaran pendidikan anggaran kesehatan hasilnya membodohkan melemahkan kesehatan masyarakat dlm pelaksanaan lini memungut rente bancakan makan bergizi gratis kmp membodohkan teknologi otomotif indonesia membuang peluang jutaan kesempatan rantai pasok produksi otomotif indonesia negara dikelola scr ugal an org oligarki koplak,Negatif
@ericpurnomo8173,2026-03-26T06:49:09Z,0,MGB itu kue lapis.,True,lmcwEO9Lqe8,mgb itu kue lapis,mgb itu kue lapis,mgb kue lapis,Tidak Berlabel
@GasrukML,2026-03-26T06:42:00Z,0,"MBG adalah solusi membungkam rakyat bawah dan rekan politik tanpa memikirkan defisit negara...😂😂😂

say setuju setuju saya MBG dilanjutkan...tapi anggaran tunjangan untuk DPR dikurangi untuk menutup defisit negara...",True,lmcwEO9Lqe8,mbg adalah solusi membungkam rakyat bawah dan rekan politik tanpa memikirkan defisit negara say setuju setuju saya mbg dilanjutkan tapi anggaran tunjangan untuk dpr dikurangi untuk menutup defisit negara,makan bergizi gratis adalah solusi membungkam rakyat bawah dan rekan politik tanpa memikirkan defisit negara say setuju setuju saya makan bergizi gratis dilanjutkan tapi anggaran tunjangan untuk dpr dikurangi untuk menutup defisit negara,makan bergizi gratis solusi membungkam rakyat rekan politik memikirkan defisit negara say setuju setuju makan bergizi gratis dilanjutkan anggaran tunjangan dpr dikurangi menutup defisit negara,Positif
@pandamealtime,2026-03-26T06:30:36Z,0,Gak perlu orang pintar kita rakyat biasa yg dianggap bodooh sama pemerintah pun pasti tau MBG beban ekonomi. Klo masih ada yg bela MBG mungkin udh hilang akal,True,lmcwEO9Lqe8,gak perlu orang pintar kita rakyat biasa yg dianggap bodooh sama pemerintah pun pasti tau mbg beban ekonomi klo masih ada yg bela mbg mungkin udh hilang akal,tidak perlu orang pintar kita rakyat biasa yang dianggap bodooh sama pemerintah pun pasti tau makan bergizi gratis beban ekonomi klo masih ada yang bela makan bergizi gratis mungkin sudah hilang akal,pintar rakyat dianggap bodooh pemerintah tau makan bergizi gratis beban ekonomi klo bela makan bergizi gratis hilang akal,Netral
@argafirmansyah9750,2026-03-26T06:17:55Z,0,"Masih belum ada penelitian, pengaruh MBG terhadap peningkatan Gizi dan kualitas Pendidikan anak Indonesia",True,lmcwEO9Lqe8,masih belum ada penelitian pengaruh mbg terhadap peningkatan gizi dan kualitas pendidikan anak indonesia,masih belum ada penelitian pengaruh makan bergizi gratis terhadap peningkatan gizi dan kualitas pendidikan anak indonesia,penelitian pengaruh makan bergizi gratis peningkatan gizi kualitas pendidikan anak indonesia,Netral
@tshukamto7989,2026-03-26T06:14:41Z,0,Awal kehancuran negara ini berawal dari program ini,True,lmcwEO9Lqe8,awal kehancuran negara ini berawal dari program ini,awal kehancuran negara ini berawal dari program ini,kehancuran negara program,Netral
@ekohendrianto3909,2026-03-26T06:09:16Z,0,Mengutip dari celios😂😂😂 penerima dana dari yayasan geoge Soros itu yaa berarti satu paket ni channel,True,lmcwEO9Lqe8,mengutip dari celios penerima dana dari yayasan geoge soros itu yaa berarti satu paket ni channel,mengutip dari celios penerima dana dari yayasan geoge soros itu yaa berarti satu paket ni channel,mengutip celios penerima dana yayasan geoge soros paket ni,Tidak Berlabel
@deotheodeo,2026-03-26T06:08:02Z,0,Impor impor impor,True,lmcwEO9Lqe8,impor impor impor,impor impor impor,impor impor impor,Tidak Berlabel
@tradingForliving-j3d,2026-03-26T09:59:47Z,0,Apanya bang? Ini chanel edukasi😊,True,lmcwEO9Lqe8,apanya bang ini chanel edukasi,apanya bang ini chanel edukasi,apanya chanel edukasi,Tidak Berlabel
@GemboyOfficial-musicviral,2026-03-26T06:02:38Z,0,"Pdhal ketololan anak sekolah di indonesia berasal dari trend tiktok dn medsos
Bukan dari makanannya

Lgian percuma ngasih makan anak anak sekolah yg isi otaknya cuma pacaran aja ujung ujungnya gk lulus hamil duluan 
Mending buat pembangunan dana nya",True,lmcwEO9Lqe8,pdhal ketololan anak sekolah di indonesia berasal dari trend tiktok dn medsos bukan dari makanannya lgian percuma ngasih makan anak anak sekolah yg isi otaknya cuma pacaran aja ujung ujungnya gk lulus hamil duluan mending buat pembangunan dana nya,pdhal ketololan anak sekolah di indonesia berasal dari trend tiktok dn medsos bukan dari makanannya lgian percuma ngasih makan anak anak sekolah yang isi otaknya cuma pacaran saja ujung ujungnya tidak lulus hamil duluan mending buat pembangunan dana nya,pdhal ketololan anak sekolah indonesia berasal trend tiktok dn medsos makanannya lgian ngasih makan anak anak sekolah isi otaknya pacaran ujung ujungnya lulus hamil duluan mending pembangunan dana,Netral
