author,published_at,like_count,text,public,video_id,text_clean,text_normalized,text_final,label,label_id,label_indobert,confidence
@ihwanjaesulloh7896,2026-03-27T21:24:18Z,0,Bubarkan mbg buang buang duit,True,lmcwEO9Lqe8,bubarkan mbg buang buang duit,bubarkan makan bergizi gratis buang buang duit,bubarkan makan bergizi gratis buang buang duit,Negatif,1,Negatif,0.9568902254104614
@MuhaiminMuhaimin-q3z,2026-03-27T20:58:02Z,0,"MBG perogram konyol
MBG perogram berutal
MBG perogram ceroboh
MBG perogram serampangan
MBG perogram bom waktu 
Bagi APBN 
MBG bom waktu buat wowo",True,lmcwEO9Lqe8,mbg perogram konyol mbg perogram berutal mbg perogram ceroboh mbg perogram serampangan mbg perogram bom waktu bagi apbn mbg bom waktu buat wowo,makan bergizi gratis perogram konyol makan bergizi gratis perogram berutal makan bergizi gratis perogram ceroboh makan bergizi gratis perogram serampangan makan bergizi gratis perogram bom waktu bagi apbn makan bergizi gratis bom waktu buat wowo,makan bergizi gratis perogram konyol makan bergizi gratis perogram berutal makan bergizi gratis perogram ceroboh makan bergizi gratis perogram serampangan makan bergizi gratis perogram bom waktu apbn makan bergizi gratis bom waktu wowo,Netral,2,Netral,0.9387696385383606
@GaluhSari-r3k,2026-03-27T20:34:38Z,0,"MBG = Maling Berkedok Gizi (Benar).
BGN = Badan Garong Negara ???",True,lmcwEO9Lqe8,mbg maling berkedok gizi benar bgn badan garong negara,makan bergizi gratis maling berkedok gizi benar bgn badan garong negara,makan bergizi gratis maling berkedok gizi bgn badan garong negara,Netral,2,Netral,0.9790812134742737
@brianturiartee,2026-03-27T17:32:49Z,0,Mending sekolah gratis dari pada makan gratis .. makan itu tanggung jawab orang tua .. tapi mencerdaskan bangsa itu tanggung jawab pemerintah,True,lmcwEO9Lqe8,mending sekolah gratis dari pada makan gratis makan itu tanggung jawab orang tua tapi mencerdaskan bangsa itu tanggung jawab pemerintah,mending sekolah gratis dari pada makan gratis makan itu tanggung jawab orang tua tapi mencerdaskan bangsa itu tanggung jawab pemerintah,mending sekolah gratis makan gratis makan tanggung tua mencerdaskan bangsa tanggung pemerintah,Netral,2,Netral,0.9805458784103394
@nugrohoandong8030,2026-03-27T17:08:13Z,0,"MBG ga ada manfaatnya, menu ga sesuai harapan, duit rakyat dikorupsi rame rame",True,lmcwEO9Lqe8,mbg ga ada manfaatnya menu ga sesuai harapan duit rakyat dikorupsi rame rame,makan bergizi gratis tidak ada manfaatnya menu tidak sesuai harapan duit rakyat dikorupsi rame rame,makan bergizi gratis manfaatnya menu sesuai harapan duit rakyat dikorupsi rame rame,Positif,4,Negatif,0.5028787851333618
@dhaniodon895,2026-03-27T17:01:46Z,0,"mbg itu efisien, gaperlu korupsi gaperlu cuci uang, tapi tetap masuk kantong.... efisien buat siapa coba yooooo",True,lmcwEO9Lqe8,mbg itu efisien gaperlu korupsi gaperlu cuci uang tapi tetap masuk kantong efisien buat siapa coba yooooo,makan bergizi gratis itu efisien gaperlu korupsi gaperlu cuci uang tapi tetap masuk kantong efisien buat siapa coba yooooo,makan bergizi gratis efisien gaperlu korupsi gaperlu cuci uang kantong efisien coba yooooo,Negatif,1,Negatif,0.9660708904266357
@fernandosimatupang2904,2026-03-27T15:26:32Z,0,Saya penasaran bagaimana persentase stunting itu dihitung dan apakah angka itu valid?,True,lmcwEO9Lqe8,saya penasaran bagaimana persentase stunting itu dihitung dan apakah angka itu valid,saya penasaran bagaimana persentase stunting itu dihitung dan apakah angka itu valid,penasaran persentase stunting dihitung angka valid,Kritik,0,Kritik,0.5215895771980286
@riskiardika,2026-03-27T15:23:39Z,0,"Kata presiden mbg untuk gizi rakyat, tp pimpinanya nya saja bukan dr ahli gizi.",True,lmcwEO9Lqe8,kata presiden mbg untuk gizi rakyat tp pimpinanya nya saja bukan dr ahli gizi,kata presiden makan bergizi gratis untuk gizi rakyat tapi pimpinanya nya saja bukan dari ahli gizi,presiden makan bergizi gratis gizi rakyat pimpinanya ahli gizi,Netral,2,Netral,0.9810686707496643
@Delafbrin,2026-03-27T14:14:11Z,0,ditempat aku budget emang 15.000-an tapi katanya budget bahan baku cuma 8.000 dan selebihnya buat bayar kebutuhan dll. jadi budget perporsi cuma 8.000,True,lmcwEO9Lqe8,ditempat aku budget emang an tapi katanya budget bahan baku cuma dan selebihnya buat bayar kebutuhan dll jadi budget perporsi cuma,ditempat aku budget memang an tapi katanya budget bahan baku cuma dan selebihnya buat bayar kebutuhan dll jadi budget perporsi cuma,ditempat budget an budget bahan baku selebihnya bayar kebutuhan dll budget perporsi,Netral,2,Netral,0.7407126426696777
@Delafbrin,2026-03-27T14:44:53Z,0,​@visencorp6502ini mbg anak mts kak🥲,True,lmcwEO9Lqe8,mbg anak mts kak,makan bergizi gratis anak mts kak,makan bergizi gratis anak mts,Netral,2,Netral,0.9844567179679871
@RetnaningAmbarwati-x6z,2026-03-27T13:45:41Z,0,"ngasih makan 1x 1 hari mau mengcover gizi anak ,Yo Tembung sing ngoyoworo. Ra nyenggol blas,",True,lmcwEO9Lqe8,ngasih makan x hari mau mengcover gizi anak yo tembung sing ngoyoworo ra nyenggol blas,ngasih makan x hari mau mengcover gizi anak yo tembung sing ngoyoworo ra nyenggol blas,ngasih makan mengcover gizi anak yo tembung sing ngoyoworo ra nyenggol blas,Netral,2,Netral,0.8597701787948608
@auliafarrel5293,2026-03-27T12:57:37Z,2,"Sebetulnya itu kadang suka penasaran, kenapa ya mbg ini dari awal betul betul difokuskan zona merah yang prevalensi stunting nya tinggi kayak yang ditampilkan di video? Dan mbg itu jadi program khusus daerah tersebut dan kalau misal mau di ekspansi bisa fokus ke daerah 3T. Bukannya kalau gitu dari awal bisa menjadi lebih spesifik, terarah, efisiensi efektif? Dari sudut pandang awam ku harusnya permasalahan yang di angkat dari video juga bisa terjawab dengan sendirinya kalau semisal difokuskan dengan arah tadi🥲. Yaa meskipun nasi sudah jadi bubur semoga aku bisa Nemu alasannya atau mungkin admin mau kasih pencerahan? Wkwkwkwk

Bahkan menurut pandangan sekilasku, semisal fokus di daerah prevalensi tinggi dan 3T, anggaran Porsi makanan dan frekuensi makannya bisa di tingkatkan tidak lagi 1 kali sehari dan 15rb, tapi mungkin jadi 25rb dan 3 kali sehari karena anggarannya jadi lebih masuk akal dan bukan kejar kejaran puluhan juta sambil beban",True,lmcwEO9Lqe8,sebetulnya itu kadang suka penasaran kenapa ya mbg ini dari awal betul betul difokuskan zona merah yang prevalensi stunting nya tinggi kayak yang ditampilkan di video dan mbg itu jadi program khusus daerah tersebut dan kalau misal mau di ekspansi bisa fokus ke daerah t bukannya kalau gitu dari awal bisa menjadi lebih spesifik terarah efisiensi efektif dari sudut pandang awam ku harusnya permasalahan yang di angkat dari video juga bisa terjawab dengan sendirinya kalau semisal difokuskan dengan arah tadi yaa meskipun nasi sudah jadi bubur semoga aku bisa nemu alasannya atau mungkin admin mau kasih pencerahan wkwkwkwk bahkan menurut pandangan sekilasku semisal fokus di daerah prevalensi tinggi dan t anggaran porsi makanan dan frekuensi makannya bisa di tingkatkan tidak lagi kali sehari dan rb tapi mungkin jadi rb dan kali sehari karena anggarannya jadi lebih masuk akal dan bukan kejar kejaran puluhan juta sambil beban,sebetulnya itu kadang suka penasaran kenapa ya makan bergizi gratis ini dari awal betul betul difokuskan zona merah yang prevalensi stunting nya tinggi seperti yang ditampilkan di video dan makan bergizi gratis itu jadi program khusus daerah tersebut dan kalau misal mau di ekspansi bisa fokus ke daerah t bukannya kalau gitu dari awal bisa menjadi lebih spesifik terarah efisiensi efektif dari sudut pandang awam ku harusnya permasalahan yang di angkat dari video juga bisa terjawab dengan sendirinya kalau semisal difokuskan dengan arah tadi yaa meskipun nasi sudah jadi bubur semoga aku bisa nemu alasannya atau mungkin admin mau kasih pencerahan wkwkwkwk bahkan menurut pandangan sekilasku semisal fokus di daerah prevalensi tinggi dan t anggaran porsi makanan dan frekuensi makannya bisa di tingkatkan tidak lagi kali sehari dan rb tapi mungkin jadi rb dan kali sehari karena anggarannya jadi lebih masuk akal dan bukan kejar kejaran puluhan juta sambil beban,kadang suka penasaran makan bergizi gratis difokuskan zona merah prevalensi stunting tinggi ditampilkan makan bergizi gratis program daerah ekspansi fokus daerah gitu spesifik terarah efisiensi efektif sudut pandang awam ku permasalahan angkat terjawab difokuskan arah nasi bubur semoga nemu alasannya admin kasih pencerahan wkwkwkwk pandangan sekilasku fokus daerah prevalensi tinggi anggaran porsi makanan frekuensi makannya tingkatkan sehari rb rb sehari anggarannya akal kejar kejaran puluhan juta beban,Positif,4,Positif,0.9622490406036377
@jefrihendri4770,2026-03-27T12:16:56Z,0,😃😃😃😃😁😁😁😁😆😆😆😆😂😂😂😂mbg itu bagus klo buat negara sekelas irlandia klo buat sekelas indonesia masih secuil debu fuh apbn defisit terus mata uang turun terus terus apa yg naik harga bahan pokok buat rakyat melonjak terus semua dipotong buat mbg cuman pejabat pemerintahan koruptor indonesia yg kaga dipotong malahan naik polisi ma mk hakim jaksa tni presiden dan wapres naik gaji dan anti kritik wkkkkkkkkk beginilah indonesia klo pejabat ditemui pendemo ngumpet biar mahasiswa bentrok ama polisi disemprot water canon,True,lmcwEO9Lqe8,mbg itu bagus klo buat negara sekelas irlandia klo buat sekelas indonesia masih secuil debu fuh apbn defisit terus mata uang turun terus terus apa yg naik harga bahan pokok buat rakyat melonjak terus semua dipotong buat mbg cuman pejabat pemerintahan koruptor indonesia yg kaga dipotong malahan naik polisi ma mk hakim jaksa tni presiden dan wapres naik gaji dan anti kritik wkkkkkkkkk beginilah indonesia klo pejabat ditemui pendemo ngumpet biar mahasiswa bentrok ama polisi disemprot water canon,makan bergizi gratis itu bagus klo buat negara sekelas irlandia klo buat sekelas indonesia masih secuil debu fuh apbn defisit terus mata uang turun terus terus apa yang naik harga bahan pokok buat rakyat melonjak terus semua dipotong buat makan bergizi gratis cuman pejabat pemerintahan koruptor indonesia yang kaga dipotong malahan naik polisi ma mk hakim jaksa tni presiden dan wapres naik gaji dan anti kritik wkkkkkkkkk beginilah indonesia klo pejabat ditemui pendemo ngumpet biar mahasiswa bentrok ama polisi disemprot water canon,makan bergizi gratis bagus klo negara sekelas irlandia klo sekelas indonesia secuil debu fuh apbn defisit uang turun harga bahan pokok rakyat melonjak dipotong makan bergizi gratis cuman pejabat pemerintahan koruptor indonesia kaga dipotong polisi ma mk hakim jaksa tni presiden wapres gaji anti kritik wkkkkkkkkk indonesia klo pejabat ditemui pendemo ngumpet biar mahasiswa bentrok ama polisi disemprot water canon,Positif,4,Positif,0.9728327989578247
@youngwiranto,2026-03-27T12:15:19Z,0,"Niat Baik, Eksekusi Buruk = eMBeGe",True,lmcwEO9Lqe8,niat baik eksekusi buruk embege,niat baik eksekusi buruk embege,niat eksekusi buruk embege,Negatif,1,Negatif,0.8196704387664795
@InfinixSaya-z7j4j,2026-03-27T12:02:16Z,1,"BUKAN BEBAN BARU TAPI PETAKA BARU KECUALI DI GANTI DGN UANG TUNAI DAN ATAU DIGANTI DGN SEKOLAH GRATIS DARI SEGALA PUNGUTAN SEKOLAH DI  TANGGUNG PEMERINTAH , TTG MBG INI JIKA PRESIDEN JIKA  TDK MAU MERUBAH ASPIRASI RAKYAT TTG MBG INI ,ARTINYA PRABOWO MENAMPUNG PENYAKIT POLITIK ,MENGUNDANG KEGADUHAN DAN MENCIPTAKAN  KONFLIK DI MASYARAKAT , YG TERKESAN OTORITER ORDE TERBARU , INI  SA LAH SATU ATAU BAGIAN KELEMAHAN PRIBADINYA ,MAKA YG TADINYA SIMPATI JADI ANTI PATI DARI MASYARAKAT , YG TADI SETIA JADI MELAWAN , SUATU KODOHAN SEORANG PEMIMPIN DI NEGARA DEMOKRASI BERTENTANGAN DGN RAKYAT YG MEMILIHNYA , NANTI BIAR MINTA DUKUNGAN IBLIS TETAP AKAN DIMAKZULKAN .........TDK LOGIK.",True,lmcwEO9Lqe8,bukan beban baru tapi petaka baru kecuali di ganti dgn uang tunai dan atau diganti dgn sekolah gratis dari segala pungutan sekolah di tanggung pemerintah ttg mbg ini jika presiden jika tdk mau merubah aspirasi rakyat ttg mbg ini artinya prabowo menampung penyakit politik mengundang kegaduhan dan menciptakan konflik di masyarakat yg terkesan otoriter orde terbaru ini sa lah satu atau bagian kelemahan pribadinya maka yg tadinya simpati jadi anti pati dari masyarakat yg tadi setia jadi melawan suatu kodohan seorang pemimpin di negara demokrasi bertentangan dgn rakyat yg memilihnya nanti biar minta dukungan iblis tetap akan dimakzulkan tdk logik,bukan beban baru tapi petaka baru kecuali di ganti dengan uang tunai dan atau diganti dengan sekolah gratis dari segala pungutan sekolah di tanggung pemerintah ttg makan bergizi gratis ini jika presiden jika tidak mau merubah aspirasi rakyat ttg makan bergizi gratis ini artinya prabowo menampung penyakit politik mengundang kegaduhan dan menciptakan konflik di masyarakat yang terkesan otoriter orde terbaru ini sa lah satu atau bagian kelemahan pribadinya maka yang tadinya simpati jadi anti pati dari masyarakat yang tadi setia jadi melawan suatu kodohan seorang pemimpin di negara demokrasi bertentangan dengan rakyat yang memilihnya nanti biar minta dukungan iblis tetap akan dimakzulkan tidak logik,beban petaka kecuali ganti uang tunai diganti sekolah gratis pungutan sekolah tanggung pemerintah ttg makan bergizi gratis presiden merubah aspirasi rakyat ttg makan bergizi gratis prabowo menampung penyakit politik mengundang kegaduhan menciptakan konflik masyarakat terkesan otoriter orde terbaru sa kelemahan pribadinya simpati anti pati masyarakat setia melawan kodohan pemimpin negara demokrasi bertentangan rakyat memilihnya biar dukungan iblis dimakzulkan logik,Positif,4,Positif,0.909330427646637
@rahmatullahrahmat3123,2026-03-27T11:55:20Z,0,"Terimakasih pak prabowo,biar aja orang2 yg sakit hati yg nyinyir tentang program mbg,yg penting banyak rakyat merasakan dampak yg baik tentang program ini,lanjutkan,insyaallah dua periode",True,lmcwEO9Lqe8,terimakasih pak prabowo biar aja orang yg sakit hati yg nyinyir tentang program mbg yg penting banyak rakyat merasakan dampak yg baik tentang program ini lanjutkan insyaallah dua periode,terimakasih pak prabowo biar saja orang yang sakit hati yang nyinyir tentang program makan bergizi gratis yang penting banyak rakyat merasakan dampak yang baik tentang program ini lanjutkan insyaallah dua periode,terimakasih prabowo biar sakit hati nyinyir program makan bergizi gratis rakyat merasakan dampak program lanjutkan insyaallah periode,Netral,2,Positif,0.8478235602378845
@Cahya-j2i,2026-03-27T11:46:54Z,1,Banyak orang d sekitar merasakan manfaat dr adanya program MBG ini,True,lmcwEO9Lqe8,banyak orang d sekitar merasakan manfaat dr adanya program mbg ini,banyak orang d sekitar merasakan manfaat dari adanya program makan bergizi gratis ini,merasakan manfaat program makan bergizi gratis,Netral,2,Netral,0.9351838827133179
@bagindah-g3q,2026-03-27T11:46:46Z,0,Makana bergizi tapi tak ada gizi,True,lmcwEO9Lqe8,makana bergizi tapi tak ada gizi,makana bergizi tapi tak ada gizi,makana bergizi gizi,Netral,2,Netral,0.944580614566803
@Dirgayasa-h2g,2026-03-27T11:42:10Z,0,mbg di saya menu nya bagus enak enak juga,True,lmcwEO9Lqe8,mbg di saya menu nya bagus enak enak juga,makan bergizi gratis di saya menu nya bagus enak enak juga,makan bergizi gratis menu bagus,Positif,4,Positif,0.9754877090454102
@Rojak-l2b,2026-03-27T11:30:10Z,0,Mbg tidak tepat sasaran memperkaya yang kaya,True,lmcwEO9Lqe8,mbg tidak tepat sasaran memperkaya yang kaya,makan bergizi gratis tidak tepat sasaran memperkaya yang kaya,makan bergizi gratis sasaran memperkaya kaya,Kritik,0,Netral,0.9570716619491577
@ngopi_omon_omon,2026-03-27T11:26:17Z,1,"program MBG memang bagus asal tepat SASARAN & TEPAT WAKTU!!!!
utk sekarang program MBG tdk strategis krn geopolitik & situasi keuangan negara menuju ke KRISIS!
indikatornya banyak & smakin NYATA, jd utk MBG lebih baik di hentikan dahulu biar dananya di alihakn utk BELANJA PEMERINTAH terutama subsidier BBM yg harga minyak per barrelnya smakin tinggi!!!
ingat apabila subsidi tdk bs mengcover hrg BBM subsidi shingga BBM naik, dampakanya semua hrg KOMODITAS & JASA akan ikut2an naik, shingga inflasi tak terkendali & mengagetkan kalanagan ekonomi menengah & bawah,, smakin mmbuat sulit rakyat!,, hingga bs terjadi CHAOS di dlm negara!",True,lmcwEO9Lqe8,program mbg memang bagus asal tepat sasaran tepat waktu utk sekarang program mbg tdk strategis krn geopolitik situasi keuangan negara menuju ke krisis indikatornya banyak smakin nyata jd utk mbg lebih baik di hentikan dahulu biar dananya di alihakn utk belanja pemerintah terutama subsidier bbm yg harga minyak per barrelnya smakin tinggi ingat apabila subsidi tdk bs mengcover hrg bbm subsidi shingga bbm naik dampakanya semua hrg komoditas jasa akan ikut an naik shingga inflasi tak terkendali mengagetkan kalanagan ekonomi menengah bawah smakin mmbuat sulit rakyat hingga bs terjadi chaos di dlm negara,program makan bergizi gratis memang bagus asal tepat sasaran tepat waktu untuk sekarang program makan bergizi gratis tidak strategis karena geopolitik situasi keuangan negara menuju ke krisis indikatornya banyak smakin nyata jd untuk makan bergizi gratis lebih baik di hentikan dahulu biar dananya di alihakn untuk belanja pemerintah terutama subsidier bbm yang harga minyak per barrelnya smakin tinggi ingat apabila subsidi tidak bisa mengcover hrg bbm subsidi shingga bbm naik dampakanya semua hrg komoditas jasa akan ikut an naik shingga inflasi tak terkendali mengagetkan kalanagan ekonomi menengah bawah smakin mmbuat sulit rakyat hingga bisa terjadi chaos di dlm negara,program makan bergizi gratis bagus sasaran waktu program makan bergizi gratis strategis geopolitik situasi keuangan negara krisis indikatornya smakin jd makan bergizi gratis hentikan biar dananya alihakn belanja pemerintah subsidier bbm harga minyak barrelnya smakin tinggi subsidi mengcover hrg bbm subsidi shingga bbm dampakanya hrg komoditas jasa an shingga inflasi terkendali mengagetkan kalanagan ekonomi menengah smakin mmbuat sulit rakyat chaos dlm negara,Positif,4,Positif,0.9790569543838501
@snnalif,2026-03-27T11:07:18Z,0,Program calon pencetak generasi pemilih setia tahun 2029 hahaha.,True,lmcwEO9Lqe8,program calon pencetak generasi pemilih setia tahun hahaha,program calon pencetak generasi pemilih setia tahun hahaha,program calon pencetak generasi pemilih setia tahun hahaha,Netral,2,Netral,0.9683780670166016
@Argisanjayaputra,2026-03-27T11:04:38Z,0,"Min mbg itu bukan program, sudah sangat jelas kalau mbg itu adalah Proyek Pembodohan anak2 Indonesia.
Semua orang juga tau klau untuk menghancurkan sebuah negara g perlu pakai militer atw senjata canggih, cukup hancurkan saja pendidikan & medisnya maka cepat atw lambat negara itu pasti akan hancur. 
Yg punya kesempatan dan kemampuan utk pindah warga negara, maka lakukan sekarang.
Bukan tidak cinta kepada negara Indonesia, tapi pemerintahnya saja sudah tdk perduli kepada rakyatnya, mereka (pemerintah) hanya perlu kepada rakyat d saat pemilu, setelah pemilu selesai maka rakyat tidak d anggap lagi. 
Pemerintah Indonesia d bawah kepemimpinan prabowo adalah  masa TERSULIT yg pernah d alami negara ini.",True,lmcwEO9Lqe8,min mbg itu bukan program sudah sangat jelas kalau mbg itu adalah proyek pembodohan anak indonesia semua orang juga tau klau untuk menghancurkan sebuah negara g perlu pakai militer atw senjata canggih cukup hancurkan saja pendidikan medisnya maka cepat atw lambat negara itu pasti akan hancur yg punya kesempatan dan kemampuan utk pindah warga negara maka lakukan sekarang bukan tidak cinta kepada negara indonesia tapi pemerintahnya saja sudah tdk perduli kepada rakyatnya mereka pemerintah hanya perlu kepada rakyat d saat pemilu setelah pemilu selesai maka rakyat tidak d anggap lagi pemerintah indonesia d bawah kepemimpinan prabowo adalah masa tersulit yg pernah d alami negara ini,min makan bergizi gratis itu bukan program sudah sangat jelas kalau makan bergizi gratis itu adalah proyek pembodohan anak indonesia semua orang juga tau klau untuk menghancurkan sebuah negara g perlu pakai militer atw senjata canggih cukup hancurkan saja pendidikan medisnya maka cepat atw lambat negara itu pasti akan hancur yang punya kesempatan dan kemampuan untuk pindah warga negara maka lakukan sekarang bukan tidak cinta kepada negara indonesia tapi pemerintahnya saja sudah tidak perduli kepada rakyatnya mereka pemerintah hanya perlu kepada rakyat d saat pemilu setelah pemilu selesai maka rakyat tidak d anggap lagi pemerintah indonesia d bawah kepemimpinan prabowo adalah masa tersulit yang pernah d alami negara ini,min makan bergizi gratis program makan bergizi gratis proyek pembodohan anak indonesia tau klau menghancurkan negara pakai militer atw senjata canggih hancurkan pendidikan medisnya cepat atw lambat negara hancur kesempatan kemampuan pindah warga negara lakukan cinta negara indonesia pemerintahnya perduli rakyatnya pemerintah rakyat pemilu pemilu selesai rakyat anggap pemerintah indonesia kepemimpinan prabowo tersulit alami negara,Negatif,1,Positif,0.6592508554458618
@abdelkareem2423,2026-03-27T10:54:03Z,0,Awas kritik dibilang makar 😅,True,lmcwEO9Lqe8,awas kritik dibilang makar,awas kritik dibilang makar,awas kritik dibilang makar,Kritik,0,Kritik,0.7549432516098022
@nanakendari,2026-03-27T10:53:56Z,0,Program mbg   banyak merugikan masyarakat contohnya harga bahan pokok naik pedagang disekolah berhenti  biaya pddkn diambil bpjs byk  yg stop,True,lmcwEO9Lqe8,program mbg banyak merugikan masyarakat contohnya harga bahan pokok naik pedagang disekolah berhenti biaya pddkn diambil bpjs byk yg stop,program makan bergizi gratis banyak merugikan masyarakat contohnya harga bahan pokok naik pedagang disekolah berhenti biaya pddkn diambil bpjs banyak yang stop,program makan bergizi gratis merugikan masyarakat contohnya harga bahan pokok pedagang disekolah berhenti biaya pddkn diambil bpjs stop,Netral,2,Netral,0.823827862739563
@sukajajan877,2026-03-27T10:37:32Z,0,"SABDA BGN:

""JIKA JUM'AT ADALAH KIAMAT, MAKA KAMIS ADALAH MBG TERKAHIR""",True,lmcwEO9Lqe8,sabda bgn jika jum at adalah kiamat maka kamis adalah mbg terkahir,sabda bgn jika jum at adalah kiamat maka kamis adalah makan bergizi gratis terkahir,sabda bgn jum at kiamat kamis makan bergizi gratis terkahir,Netral,2,Netral,0.9775356650352478
@orkestamusic8508,2026-03-27T10:21:27Z,0,"MBG hanya ingin mencekik perekonomian rakyat, nggak ada manfaatnya, manfaatnya hanya di rasakan oleh SPPGnya sendiri.......",True,lmcwEO9Lqe8,mbg hanya ingin mencekik perekonomian rakyat nggak ada manfaatnya manfaatnya hanya di rasakan oleh sppgnya sendiri,makan bergizi gratis hanya ingin mencekik perekonomian rakyat tidak ada manfaatnya manfaatnya hanya di rasakan oleh sppgnya sendiri,makan bergizi gratis mencekik perekonomian rakyat manfaatnya manfaatnya rasakan sppgnya,Netral,2,Netral,0.9581728577613831
@Brojomuktidursoseno,2026-03-27T10:16:55Z,0,"PROGRAM BERACUN
PROGRAM BERMANFAAT TEKOS2",True,lmcwEO9Lqe8,program beracun program bermanfaat tekos,program beracun program bermanfaat tekos,program beracun program bermanfaat tekos,Positif,4,Positif,0.9728410243988037
@TocitFebrianto,2026-03-27T10:12:17Z,5,"Konten terbaik dari NGOMONGIN UANG , bahkan dari konten MBG di channel lain !!! KEEP IT UP !! 👍👍👍",True,lmcwEO9Lqe8,konten terbaik dari ngomongin uang bahkan dari konten mbg di channel lain keep it up,konten terbaik dari ngomongin uang bahkan dari konten makan bergizi gratis di channel lain keep it up,konten terbaik ngomongin uang konten makan bergizi gratis keep it up,Positif,4,Positif,0.9602128863334656
@NgomonginUang,2026-03-27T10:17:26Z,1,"Terima kasih, tapi bahasan kami lainnya tentang keuangan pun gak kalag oke kok 😊",True,lmcwEO9Lqe8,terima kasih tapi bahasan kami lainnya tentang keuangan pun gak kalag oke kok,terima kasih tapi bahasan kami lainnya tentang keuangan pun tidak kalag oke kok,terima kasih bahasan keuangan kalag oke,Positif,4,Positif,0.963114857673645
@rayhanofficial404,2026-03-27T10:10:48Z,0,Inget pemilik sppg yg joget2 pamer penghasilannya dr MBG,True,lmcwEO9Lqe8,inget pemilik sppg yg joget pamer penghasilannya dr mbg,inget pemilik sppg yang joget pamer penghasilannya dari makan bergizi gratis,inget pemilik sppg joget pamer penghasilannya makan bergizi gratis,Netral,2,Netral,0.9819091558456421
@NalendroNalendro-v3p,2026-03-27T09:52:14Z,0,"Yang punya Dapur ya minta dilanjut, ga bakal setuju klo ditutup, karena itu sarang sarang penyamun otak Maling

Yang punya usaha MBG orang orang elit Partai Politik dan Kepolisian TNI",True,lmcwEO9Lqe8,yang punya dapur ya minta dilanjut ga bakal setuju klo ditutup karena itu sarang sarang penyamun otak maling yang punya usaha mbg orang orang elit partai politik dan kepolisian tni,yang punya dapur ya minta dilanjut tidak bakal setuju klo ditutup karena itu sarang sarang penyamun otak maling yang punya usaha makan bergizi gratis orang orang elit partai politik dan kepolisian tni,dapur dilanjut setuju klo ditutup sarang sarang penyamun otak maling usaha makan bergizi gratis elit partai politik kepolisian tni,Positif,4,Positif,0.9724942445755005
@luthfanzakaria8621,2026-03-27T09:48:22Z,0,"Kabar terakhir yg saya dengar, presiden berencana akan meneruskan program, eh proyek trilyunan ini. 

Komentar saya: Ya terserahlah pak... Terusin aja. Saya yakin sekali kalo ga sampe th 2029, bubar negara ini. 😢",True,lmcwEO9Lqe8,kabar terakhir yg saya dengar presiden berencana akan meneruskan program eh proyek trilyunan ini komentar saya ya terserahlah pak terusin aja saya yakin sekali kalo ga sampe th bubar negara ini,kabar terakhir yang saya dengar presiden berencana akan meneruskan program eh proyek trilyunan ini komentar saya ya terserahlah pak terusin saja saya yakin sekali kalo tidak sampe th bubar negara ini,kabar dengar presiden berencana meneruskan program proyek trilyunan komentar terserahlah terusin kalo sampe th bubar negara,Netral,2,Netral,0.9550465941429138
@TresnaKhanza,2026-03-27T09:39:02Z,0,"Ya untui pejabat dan angotta dewan, karena buka dapur harus modal milyaran😂😂😂😂 kenapa g diurus masing masing sekolah kalau emang untuk rakyat😂😂",True,lmcwEO9Lqe8,ya untui pejabat dan angotta dewan karena buka dapur harus modal milyaran kenapa g diurus masing masing sekolah kalau emang untuk rakyat,ya untui pejabat dan angotta dewan karena buka dapur harus modal milyaran kenapa g diurus masing masing sekolah kalau memang untuk rakyat,untui pejabat angotta dewan buka dapur modal milyaran diurus sekolah rakyat,Netral,2,Netral,0.9764178395271301
@yonathansarenda2739,2026-03-27T09:26:58Z,0,Minimal MBG ini ngajarin kalian bagaimana industri itu bekerja 😂😂😂,True,lmcwEO9Lqe8,minimal mbg ini ngajarin kalian bagaimana industri itu bekerja,minimal makan bergizi gratis ini ngajarin kalian bagaimana industri itu bekerja,minimal makan bergizi gratis ngajarin industri,Negatif,1,Netral,0.9381631016731262
@mainyt6695,2026-03-27T09:26:05Z,0,"Dapur mbg itu project jangka panjang yang akan dialihfungsukan sebagai supply chain di seluruh daerah indonesia saat perang dunia pecah, makanya yang punya dapur juga mayoritas anggota",True,lmcwEO9Lqe8,dapur mbg itu project jangka panjang yang akan dialihfungsukan sebagai supply chain di seluruh daerah indonesia saat perang dunia pecah makanya yang punya dapur juga mayoritas anggota,dapur makan bergizi gratis itu project jangka panjang yang akan dialihfungsukan sebagai supply chain di seluruh daerah indonesia saat perang dunia pecah makanya yang punya dapur juga mayoritas anggota,dapur makan bergizi gratis project jangka dialihfungsukan supply chain daerah indonesia perang dunia pecah dapur mayoritas anggota,Positif,4,Netral,0.9780253767967224
